Method,R^2,Adjusted R^2,MAE,MSE,RMSE,HuberLoss,logcosh,Percent_Error,ColsList,sigmoid % Error,Accuracy,colslist
svm,0.1975236034805855,0.032220734555716946,0.674333414683812,0.823242402043181,0.9073270645380204,763.3050471796987,600.5987582366117,0.755889724310777,,0.7774436090225564,19.75,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')"
Linear Regressor,0.23910387708884773,0.05002440833431232,0.680902197300929,0.7805861389165056,0.8835078601328376,737.3588666426851,589.5920488912054,0.7724310776942356,,0.8030075187969925,23.91,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')"
XGBoost_Regressor,0.4291478302521331,0.17798419063111004,0.5690469129487556,0.5856243416916824,0.7652609631306712,556.4053885914375,450.80608364860416,0.7243107769423559,,0.7629072681704261,42.91,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')"
Random Regressor,0.5256545129297152,0.2708274168392988,0.4726929314201119,0.4866203166445861,0.6975817634117065,460.29126007036507,369.37633832801896,0.618546365914787,,0.6461152882205514,52.57,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')"
knn,0.43108135156237615,0.17966006899429043,0.5269788096717037,0.58364078587029,0.7639638642437808,548.5104582447316,435.4876724829037,0.6526315789473685,,0.6761904761904762,43.11,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')"
svm,0.19583891341421666,0.031063993296856274,0.6745297467427407,0.8249706875141944,0.908278970093547,764.5253351010415,601.3088811971883,0.7573934837092732,,0.7779448621553885,19.58,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')"
Linear Regressor,0.24470772661183093,0.05227727588386255,0.6779568477889202,0.7748372763181803,0.8802484173903299,731.866238519734,585.4708221269225,0.7744360902255639,,0.8065162907268171,24.47,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
XGBoost_Regressor,0.4328503385850667,0.1807859831813623,0.5677356703192342,0.5818260220566009,0.7627752106988015,553.2945828027964,448.8317230945876,0.718796992481203,,0.7583959899749373,43.29,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
Random Regressor,0.5208512755551544,0.26539149958916997,0.4775727764844448,0.49154784933086537,0.701104734922583,464.8852344222092,373.09889125457073,0.6295739348370928,,0.6591478696741855,52.09,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
knn,0.42736877501924364,0.17603249509794183,0.5281598881180379,0.5874494342547084,0.7664524996728163,550.9902361699379,436.61499362346285,0.6556390977443609,,0.6882205513784461,42.74,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
svm,0.2064021820936942,0.03485748755381124,0.6707055234493146,0.8141340688686638,0.9022937819073474,755.6538022358889,595.5842296516767,0.7518796992481203,,0.7699248120300752,20.64,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
Linear Regressor,0.25805716072621765,0.05856724097872612,0.6682699773703601,0.7611423935105226,0.8724347502882508,718.8876179686965,575.7175043946688,0.7548872180451128,,0.7914786967418547,25.81,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
XGBoost_Regressor,0.432862852365292,0.180382537390939,0.5683825033502935,0.5818131844522352,0.7627667955884256,553.5014422967538,449.2776552287075,0.7218045112781954,,0.7659147869674185,43.29,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
Random Regressor,0.5266958392050781,0.27119502429421716,0.4735749701986743,0.48555204354900516,0.6968156453101532,460.31732206434936,369.38072425974246,0.6230576441102756,,0.6591478696741855,52.67,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
knn,0.4262735206203627,0.17467272335754425,0.5276466026569474,0.5885730309936203,0.7671851347579802,552.4719713131564,437.53286430938795,0.6541353383458647,,0.6827067669172933,42.63,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
svm,0.224337713501634,0.04216128221552229,0.6611744819202725,0.7957344124772299,0.8920394680042076,739.0719998174263,583.3594067505273,0.7458646616541353,,0.7699248120300752,22.43,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
Linear Regressor,0.25909209784505116,0.05863089981806924,0.6677083939448453,0.7600806749062526,0.871826057712347,717.197802148601,574.8240920332853,0.7548872180451128,,0.7894736842105263,25.91,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
XGBoost_Regressor,0.42909584970583003,0.17669117256079359,0.5702792289692319,0.5856776673595571,0.7652958038298374,556.1930255897198,451.2023473316108,0.7328320802005013,,0.7744360902255639,42.91,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
Random Regressor,0.5312997231768419,0.2757414551217061,0.47111143308061804,0.4808290230139691,0.6934183607418895,454.80886402708006,365.2151527380369,0.6215538847117794,,0.6491228070175439,53.13,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
knn,0.4376071490442752,0.18413513850604712,0.5228508332088916,0.5769461176936964,0.7595696924533629,542.3248536145194,430.00631931225814,0.6546365914786968,,0.6822055137844611,43.76,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
svm,0.22542891463434023,0.04217180259772979,0.6607537291184091,0.7946149738924969,0.8914117869382797,737.5021636195397,582.4443722605702,0.7383458646616541,,0.7679197994987469,22.54,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
Linear Regressor,0.26500947955000176,0.061285401699856856,0.6642172845833529,0.7540101667271725,0.8683375879962657,711.4555299853143,570.4876432899571,0.7593984962406015,,0.7909774436090226,26.5,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
XGBoost_Regressor,0.43123780467312467,0.17813483143975506,0.5694799481610338,0.5834802841592635,0.763858811665653,554.1296782955715,449.87577093674315,0.7258145363408521,,0.7714285714285715,43.12,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
Random Regressor,0.53128018264825,0.2753537788124899,0.47063790646536385,0.4808490692007043,0.6934328152032497,453.44446815608455,364.5476717084188,0.6225563909774436,,0.6576441102756893,53.13,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
knn,0.4395649372800855,0.185455880591177,0.5226865520476539,0.5749376669817118,0.7582464421160918,540.2774513664549,428.8813229161717,0.656641604010025,,0.6827067669172933,43.96,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
svm,0.23071962274653546,0.04412339208844829,0.6580034853855911,0.7891873559916038,0.8883621761374152,732.4724292036802,578.5198994288553,0.7418546365914787,,0.7614035087719299,23.07,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
Linear Regressor,0.26640310404072065,0.06155795542148268,0.6622833920292694,0.7525804788531593,0.8675139646444657,709.8739161067851,569.1796974587221,0.7568922305764411,,0.7904761904761904,26.64,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
XGBoost_Regressor,0.4317493146396765,0.17816438528850542,0.5724049320105119,0.5829555376429054,0.763515250432436,554.6141861244241,451.0388957276499,0.7283208020050125,,0.7714285714285715,43.17,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
Random Regressor,0.5400607745663379,0.2844890003085282,0.46948057811046123,0.4718412583624539,0.6869070230842409,446.2057137912901,359.690065644501,0.6240601503759399,,0.6646616541353384,54.01,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
knn,0.44821370946734895,0.19279923279272304,0.5173445962767412,0.5660650870266516,0.7523729706911669,532.1359952956027,423.123779832071,0.6511278195488722,,0.6771929824561403,44.82,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
svm,0.2325484084306476,0.044494960462853506,0.6561971425522328,0.7873112460824021,0.8873056103070701,730.8943873875699,577.6267645313192,0.7273182957393484,,0.755889724310777,23.25,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
Linear Regressor,0.2664236063404579,0.06109335367603541,0.6622714608438627,0.7525594460071388,0.8675018420770867,709.8577415735738,569.1664689579836,0.7568922305764411,,0.7909774436090226,26.64,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
XGBoost_Regressor,0.43358897744442526,0.17935671886185345,0.571235626777191,0.5810682691414272,0.7622783409893181,553.1456376431274,449.82103954853187,0.7298245614035088,,0.7724310776942356,43.36,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
Random Regressor,0.5368879314362621,0.2806729903387154,0.4712277102449699,0.4750962064344956,0.6892722295541114,449.5580097267505,362.2330917692909,0.6335839598997494,,0.6641604010025063,53.69,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
knn,0.45054014842557755,0.19450326007836938,0.5157337903353453,0.5636784458687486,0.7507852195326894,530.2001847823485,421.63672121066395,0.649624060150376,,0.67468671679198,45.05,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
svm,0.23249454933130376,0.043985356636958683,0.655967085983301,0.7873664989153926,0.8873367449370011,730.9882962336246,577.6800063922228,0.7303258145363408,,0.7538847117794486,23.25,"Index(['LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
Linear Regressor,0.013641091840298714,-0.00031558339344139874,0.7919095212992378,1.0118833156364826,1.0059241102769545,934.8468474022129,735.6941190304235,0.8100250626566416,,0.8461152882205514,1.36,"Index(['LONGITUDE'], dtype='object')"
XGBoost_Regressor,0.24080955982823682,0.057516584417817596,0.6728480549088687,0.7788363175366013,0.8825170352670827,735.5940682329887,584.9577119101752,0.7619047619047619,,0.7919799498746867,24.08,"Index(['LONGITUDE'], dtype='object')"
Random Regressor,0.04675180127102152,0.0016850714794970356,0.724265467739494,0.9779157870171625,0.9888962468414786,897.6797819798219,691.7096638184116,0.7453634085213032,,0.7709273182957393,4.68,"Index(['LONGITUDE'], dtype='object')"
knn,0.1687391366626838,0.027985426545853453,0.6903807441973205,0.8527717361238855,0.9234564072677635,795.8736012669686,624.5709863612005,0.7553884711779448,,0.7859649122807018,16.87,"Index(['LONGITUDE'], dtype='object')"
svm,-0.04708100295967044,0.001715976896306537,0.7712995323848355,1.0741767405858493,1.0364249806840093,958.361930221949,738.7834397445645,0.8035087719298246,,0.8130325814536341,-4.71,"Index(['LONGITUDE'], dtype='object')"
Linear Regressor,0.014276350221428258,-0.0007999972559056268,0.7914628253697658,1.0112316184178884,1.0056001284893954,934.1810660757774,735.1717873559857,0.8100250626566416,,0.8476190476190476,1.43,"Index(['LONGITUDE', 'AGE'], dtype='object')"
XGBoost_Regressor,0.31983177730091106,0.10139105288568795,0.6338026024627562,0.6977692102557591,0.835325810840153,661.9666688884495,529.455517061329,0.7619047619047619,,0.8010025062656642,31.98,"Index(['LONGITUDE', 'AGE'], dtype='object')"
Random Regressor,0.307732064309843,0.09379008668090782,0.5994089169282589,0.7101820324023093,0.8427229867532446,661.1562442924313,521.0359113368485,0.7007518796992481,,0.7273182957393484,30.77,"Index(['LONGITUDE', 'AGE'], dtype='object')"
knn,0.29908437315236847,0.08853725690477243,0.6156299353936613,0.7190535033533364,0.8479702255110945,672.3806921091749,532.1067406445184,0.7137844611528822,,0.7478696741854637,29.91,"Index(['LONGITUDE', 'AGE'], dtype='object')"
svm,-0.046979539478887,0.0012052770062844775,0.7704966847766941,1.0740726514936314,1.0363747640181284,957.774533564587,738.253721895712,0.8050125313283208,,0.8135338345864662,-4.7,"Index(['LONGITUDE', 'AGE'], dtype='object')"
Linear Regressor,0.05840134639683836,0.0019090759509599042,0.770615265379034,0.965964781911362,0.9828350736066362,899.18586464084,707.9458286437809,0.8165413533834587,,0.8395989974937343,5.84,"Index(['LONGITUDE', 'AGE', 'CITY numeric'], dtype='object')"
XGBoost_Regressor,0.37374955178388325,0.13839242719867162,0.6051907305117612,0.6424561837658757,0.8015336448121662,609.6321710312743,492.1520184335451,0.7428571428571429,,0.7784461152882205,37.37,"Index(['LONGITUDE', 'AGE', 'CITY numeric'], dtype='object')"
Random Regressor,0.4188799154192442,0.17421798331592997,0.5390541234589895,0.5961579634999568,0.772112662439852,559.7381509986274,445.1564928160036,0.66265664160401,,0.700250626566416,41.89,"Index(['LONGITUDE', 'AGE', 'CITY numeric'], dtype='object')"
knn,0.3687621541922407,0.1346836461932781,0.5741267566295535,0.6475726422574855,0.8047189834081743,604.8618861163154,480.74617931890157,0.7022556390977444,,0.7423558897243108,36.88,"Index(['LONGITUDE', 'AGE', 'CITY numeric'], dtype='object')"
svm,0.006883941989578646,-0.0014593204506840873,0.7561960812743742,1.018815322980499,1.0093638209191467,920.4077800139945,712.4492643867204,0.8035087719298246,,0.8180451127819549,0.69,"Index(['LONGITUDE', 'AGE', 'CITY numeric'], dtype='object')"
Linear Regressor,0.14771204598852306,0.019852655260829244,0.720003733465272,0.8743429533081619,0.9350630745078975,817.8648352407581,645.6605968814312,0.7944862155388471,,0.8225563909774436,14.77,"Index(['LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints'], dtype='object')"
XGBoost_Regressor,0.3910649467646906,0.15122914292493073,0.5977162884187048,0.6246927113221334,0.7903750447237903,592.325383357663,479.7472780695812,0.7443609022556391,,0.7854636591478696,39.11,"Index(['LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints'], dtype='object')"
Random Regressor,0.49064562587931926,0.23920696563208577,0.49928912346718757,0.5225351427917861,0.7228659231086952,491.24610548053465,394.72368122653427,0.6516290726817042,,0.6842105263157895,49.06,"Index(['LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints'], dtype='object')"
knn,0.42138006326940014,0.17590801431935765,0.5427630117156284,0.5935931183150359,0.7704499453663657,558.785716419948,446.19642391096113,0.6616541353383458,,0.700250626566416,42.14,"Index(['LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints'], dtype='object')"
svm,0.10310807043703152,0.008642593333346826,0.7100938519566523,0.92010116393336,0.9592190385586391,843.0861174428485,654.9541545592135,0.7714285714285715,,0.7904761904761904,10.31,"Index(['LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints'], dtype='object')"
Linear Regressor,0.15260620947558023,0.020833372755146518,0.7192298670646218,0.8693221415776832,0.9323744642458218,814.7454366153626,644.028576317949,0.7934837092731829,,0.8265664160401003,15.26,"Index(['LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes'], dtype='object')"
