Method,R^2,Adjusted R^2,MAE,MSE,RMSE,HuberLoss,logcosh,Percent_Error,ColsList,Accuracy,sigmoid % Error
knn,0.34544101042028186,0.1113071894788914,0.36912432239253284,0.2526607046436068,0.502653662717787,245.25890608211657,214.630639744292,0.7112781954887218,"Index(['AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')",34.54,0.7333333333333333
svm,-18.491253372441495,345.03205660928893,2.132246847572162,7.523651633950058,2.742927566296649,4502.931760526458,3127.8196911877963,0.9518796992481203,"Index(['AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')",-1849.13,0.9478696741854636
Linear Regressor,0.19703039558434987,0.02957419124432714,0.43077731367293876,0.3099474138905672,0.556729210559826,302.6555084377229,267.5602440871895,0.7453634085213032,"Index(['AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",19.7,0.7669172932330827
XGBoost_Regressor,0.5376237980783649,0.28219972680043126,0.30492025733723904,0.17847787418360256,0.4224664178175616,171.2050308858711,153.8849189512487,0.649624060150376,"Index(['AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",53.76,0.6807017543859649
Random Regressor,0.5715802582556646,0.3202267135723842,0.2859124390139262,0.1653706320676431,0.40665788086257854,158.66832347445603,141.74324081761722,0.6115288220551378,"Index(['AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",57.16,0.6345864661654136
knn,0.34544101042028186,0.1108572184355896,0.36912432239253284,0.2526607046436068,0.502653662717787,245.25890608211657,214.630639744292,0.7112781954887218,"Index(['AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",34.54,0.7333333333333333
svm,-105.22599265955411,11179.020255792373,5.453457708309046,41.00338485009964,6.403388544364589,14157.055156169936,9557.341942503663,0.9889724310776943,"Index(['AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",-10522.6,0.9904761904761905
Linear Regressor,0.012553093809322902,-0.00034409691551129384,0.4897111639916298,0.3811559157968007,0.6173782598997155,374.64095760839433,327.1697240380011,0.7979949874686717,"Index(['CITY numeric'], dtype='object')",1.26,0.8030075187969925
XGBoost_Regressor,0.2515296461830645,0.06279715145032683,0.4154540942931473,0.2889106253382304,0.5375040700666651,281.6089756688012,249.44518860578958,0.755889724310777,"Index(['CITY numeric'], dtype='object')",25.15,0.780952380952381
Random Regressor,0.2530578526180377,0.063568652224122,0.4153077413299423,0.28832073547215564,0.5369550590805116,281.1764348468431,249.16386672592478,0.7543859649122807,"Index(['CITY numeric'], dtype='object')",25.31,0.7794486215538847
knn,0.16702441313098815,0.027409396004019815,0.4404281599532434,0.32152976596407234,0.5670359476823955,315.02058044400195,276.57416346231173,0.7719298245614035,"Index(['CITY numeric'], dtype='object')",16.7,0.7709273182957393
svm,-0.31423221198811535,0.09828967125117016,0.5856432082852604,0.5072955104618613,0.7122468044588626,502.43419411237323,430.98232570143534,0.8491228070175438,"Index(['CITY numeric'], dtype='object')",-31.42,0.8265664160401003
Linear Regressor,0.08280226109159317,0.005859082127062876,0.4625729542260951,0.3540396369147988,0.595012299801272,346.53883533012663,302.5368664340216,0.7659147869674185,"Index(['CITY numeric', 'Total_Num_ofComplaints'], dtype='object')",8.28,0.7804511278195488
XGBoost_Regressor,0.32454650716702427,0.10443217269916905,0.38433764500077805,0.2607260127352975,0.5106133691309869,253.472215386159,223.87583034181745,0.7348370927318296,"Index(['CITY numeric', 'Total_Num_ofComplaints'], dtype='object')",32.45,0.7528822055137845
Random Regressor,0.18998768286750523,0.03512754385787109,0.40661296944653386,0.31266591105578523,0.5591653700434114,303.8772774601293,259.6336327853745,0.731829573934837,"Index(['CITY numeric', 'Total_Num_ofComplaints'], dtype='object')",19.0,0.7428571428571429
knn,0.14188537291251813,0.01914765529054696,0.4351985570809944,0.3312334713852459,0.5755288623390193,324.12699428937697,280.07145307017186,0.7568922305764411,"Index(['CITY numeric', 'Total_Num_ofComplaints'], dtype='object')",14.19,0.7769423558897243
svm,-0.3209821092449394,0.10212894167867903,0.5520282529202709,0.5099009804413908,0.7140735119309432,496.8053160089945,414.7837378030388,0.8065162907268171,"Index(['CITY numeric', 'Total_Num_ofComplaints'], dtype='object')",-32.1,0.8335839598997494
Linear Regressor,0.08829596422149122,0.006301143913520324,0.46059936913030414,0.3519190596620227,0.5932276625900235,344.3763547765882,300.6971357963467,0.7729323308270677,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes'], dtype='object')",8.83,0.7804511278195488
XGBoost_Regressor,0.3537573028133346,0.12382601366738732,0.37217534601613433,0.24945060390478702,0.49945030173660626,242.62926199095466,214.0146604788542,0.72531328320802,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes'], dtype='object')",35.38,0.7523809523809524
Random Regressor,0.2765676248851292,0.07509812373801894,0.37840310285345446,0.27924592980669827,0.52843725247819,270.0153177328634,231.54636705196998,0.706766917293233,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes'], dtype='object')",27.66,0.7278195488721805
knn,0.20761155983520407,0.041660725362003936,0.412777962609489,0.3058630693805527,0.5530488851634661,298.932860770882,258.85628319064415,0.7358395989974937,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes'], dtype='object')",20.76,0.7578947368421053
svm,-597.4476804331678,357481.5652058339,11.958165841858134,231.00165918989518,15.19873873681284,33575.25053066868,22500.883042575995,0.993483709273183,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes'], dtype='object')",-59744.77,0.9964912280701754
Linear Regressor,0.08902492015875796,0.005931316683462695,0.4572127665369203,0.3516376816293381,0.5929904566089897,344.0200494301196,299.9292011307185,0.7593984962406015,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount'], dtype='object')",8.9,0.768922305764411
XGBoost_Regressor,0.3870392731143405,0.1480904530010838,0.36030041171968974,0.2366037158442028,0.4864192798853709,229.89526723459903,203.04207819956127,0.7097744360902256,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount'], dtype='object')",38.7,0.7358395989974937
Random Regressor,0.3992707036450521,0.15772748090939448,0.3458036323913733,0.23188236619369504,0.48154165572014124,224.7878131286704,196.50684105907735,0.6721804511278195,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount'], dtype='object')",39.93,0.6912280701754386
knn,0.20757359989513624,0.04116335575407626,0.4127184048686148,0.3058777219716231,0.5530621321077978,298.94747673047465,258.8031983025989,0.7358395989974937,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount'], dtype='object')",20.76,0.7593984962406015
svm,-12.56300097834246,158.14422773978703,1.8871164718219748,5.23533774468555,2.288086043986447,3723.0520522933575,2617.9540534326675,0.9614035087719298,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount'], dtype='object')",-1256.3,0.9538847117794487
Linear Regressor,0.10506693605258277,0.008552985287403891,0.4540632951952831,0.3454454405874112,0.5877460681173556,338.6318396205577,296.1590209649198,0.7513784461152883,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount'], dtype='object')",10.51,0.7679197994987469
XGBoost_Regressor,0.4165295646541277,0.17141919315863685,0.35065539572252963,0.2252204211997091,0.4745739364943139,218.93739152159574,193.67251204798538,0.7072681704260652,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount'], dtype='object')",41.65,0.7233082706766917
Random Regressor,0.44017313746867104,0.19172562471208288,0.33533946907168377,0.21609396833187722,0.4648590843813609,209.4340364225361,184.39130922703202,0.6696741854636592,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount'], dtype='object')",44.02,0.6912280701754386
knn,0.20751054230966526,0.04065504604740322,0.4125489645766694,0.3059020622896569,0.5530841367185076,298.9717561977133,258.79292206155117,0.7343358395989975,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount'], dtype='object')",20.75,0.7568922305764411
svm,-6.1630252578175035,38.075848856220226,1.2796428286356014,2.7649379778317256,1.6628102651330143,2178.4895238896506,1573.3188646375006,0.8987468671679198,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount'], dtype='object')",-616.3,0.9092731829573935
Linear Regressor,0.11338751630936383,0.009877423207486746,0.45095188992574403,0.34223368472706955,0.5850074227965569,335.4217696784847,293.59987506107177,0.749874686716792,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')",11.34,0.7568922305764411
XGBoost_Regressor,0.442068895642716,0.1929966134499862,0.3423984095314613,0.21536220296968178,0.4640713339236564,208.9597163636351,185.61505929009775,0.6917293233082706,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')",44.21,0.7092731829573935
Random Regressor,0.4577641553316413,0.20716235195248645,0.3281998160614349,0.20930381031799047,0.4574973336730942,202.5137426864977,178.53036125264262,0.6596491228070176,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')",45.78,0.6756892230576441
knn,0.20808906526516846,0.04041363773207518,0.41228510268308877,0.3056787516027411,0.5528822221800418,298.74456067476507,258.58070274758916,0.7348370927318296,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')",20.81,0.7573934837092732
svm,-9.749687557669976,95.34027992934425,1.523961946431293,4.149394747085245,2.0370063198442083,2830.279866444598,2010.054657292107,0.9298245614035088,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')",-974.97,0.9263157894736842
Linear Regressor,0.1367960091657614,0.015256173809067075,0.4466184239596214,0.3331979730587602,0.5772330318500148,326.1074073214943,286.4377923085757,0.7538847117794486,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount'], dtype='object')",13.68,0.7769423558897243
XGBoost_Regressor,0.42711617874652186,0.1795480075053747,0.34851108710687556,0.22113397304307816,0.4702488416180078,214.97193787300154,190.87863652374853,0.6947368421052632,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount'], dtype='object')",42.71,0.7243107769423559
Random Regressor,0.4580829048056936,0.20705629374151635,0.32902068364231796,0.20918077256585366,0.4573628456333698,202.52936335528477,178.54370823872551,0.6611528822055138,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount'], dtype='object')",45.81,0.6877192982456141
knn,0.20808906526516846,0.03993070549137678,0.41228510268308877,0.3056787516027411,0.5528822221800418,298.74456067476507,258.58070274758916,0.7348370927318296,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount'], dtype='object')",20.81,0.7573934837092732
svm,-61.233023088317424,3762.688643366695,3.343543676800215,24.022035776625962,4.901227986599477,8099.322848333714,5519.773084045653,0.9438596491228071,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount'], dtype='object')",-6123.3,0.9358395989974937
Linear Regressor,0.1368733133755522,0.014781572006705823,0.446484996790076,0.3331681335233958,0.577207184227116,326.0616155188101,286.3779149856447,0.7528822055137845,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')",13.69,0.7774436090225564
XGBoost_Regressor,0.4388422919016326,0.18933012033231944,0.34245119432450744,0.21660767662111124,0.4654112983384817,210.16131893807923,186.19500186891756,0.6922305764411028,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')",43.88,0.7142857142857143
Random Regressor,0.452398659657815,0.2014607790719104,0.3308057263607783,0.21137489930965128,0.4597552602305397,204.82922820117352,180.44956757905857,0.6666666666666666,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')",45.24,0.6862155388471178
knn,0.20808906526516846,0.03944728691408139,0.41228510268308877,0.3056787516027411,0.5528822221800418,298.74456067476507,258.58070274758916,0.7348370927318296,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')",20.81,0.7573934837092732
svm,-237.43510529917106,56602.51655663964,7.188984076414829,92.03629111463631,9.593554665223747,19348.8650422769,13022.76241653178,0.9919799498746867,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')",-23743.51,0.9889724310776943
Linear Regressor,0.1368733133755522,0.014285240304945934,0.44648499679007597,0.3331681335233958,0.577207184227116,326.0616155188101,286.3779149856446,0.7528822055137845,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')",13.69,0.7774436090225564
XGBoost_Regressor,0.43242128452437234,0.183301967564513,0.34508552254709307,0.21908619463749668,0.4680664425458171,212.98084862263818,188.73874386177087,0.6927318295739349,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')",43.24,0.7082706766917293
Random Regressor,0.4566901267610569,0.20497750555706518,0.3305142156407476,0.20971838687987598,0.4579502013100071,203.41527265090008,179.54299845575866,0.6601503759398496,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')",45.67,0.681203007518797
knn,0.20735538115232854,0.03865719428770675,0.4127716798099633,0.3059619547179484,0.5531382781167368,298.94251803578476,258.95977844186933,0.7323308270676692,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')",20.74,0.7548872180451128
svm,-16.15624543697189,262.20321795447455,1.9201663277841823,6.622335236625852,2.5733898337845846,3977.783465796495,2770.555362997151,0.9263157894736842,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')",-1615.62,0.9238095238095239
Linear Regressor,0.13833679926197595,0.014193204455602904,0.4462954425457822,0.33260322588147767,0.5767176309785211,325.41661728233055,285.8542599564788,0.7553884711779448,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')",13.83,0.7744360902255639
XGBoost_Regressor,0.44414860962555336,0.19322195914316054,0.34278903562485347,0.2145594304026161,0.4632056027323246,208.34763109751168,185.01887016052098,0.7017543859649122,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')",44.41,0.7172932330827068
Random Regressor,0.46577897814157043,0.21300323216650174,0.3267231819300163,0.20621007726873455,0.4541035975069285,200.31326263443336,177.06864660666065,0.6606516290726817,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')",46.58,0.6711779448621554
knn,0.26390122541761596,0.0649545617001901,0.3980651900494693,0.2841351780879176,0.5330433172716056,277.6822249820727,242.2140300642895,0.7323308270676692,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')",26.39,0.7473684210526316
svm,-13.600497704197387,185.90082377870237,1.8304732105503265,5.6358129623404984,2.3739867232864844,3603.2712830809796,2537.337962445443,0.9523809523809523,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')",-1360.05,0.9528822055137844
Linear Regressor,0.13863205662679967,0.013778306185781575,0.44643654871710986,0.3324892561170482,0.576618813530263,325.3728490407888,285.8703538247395,0.7553884711779448,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')",13.86,0.7724310776942356
XGBoost_Regressor,0.4457140783420104,0.19421589159190222,0.34349420086652416,0.21395515724268055,0.46255286967294945,207.4493463138677,184.4178969210971,0.700250626566416,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')",44.57,0.7233082706766917
Random Regressor,0.4645453937646622,0.21145236066501372,0.32661590379019895,0.20668624259969592,0.4546275867121307,200.6825486070012,177.04289544644124,0.6596491228070176,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')",46.45,0.6807017543859649
knn,0.3330430302424371,0.10598578619574961,0.37157344773529116,0.2574463426957295,0.5073917053871984,249.93755102971835,218.42774161530096,0.6992481203007519,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')",33.3,0.7263157894736842
svm,-37.70840763329808,1429.806085950838,3.2844688669300206,14.941500619433404,3.8654237309036903,7716.951734827082,5275.669031506778,0.9829573934837093,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')",-3770.84,0.9824561403508771
Linear Regressor,0.13893449249583134,0.013365171367768935,0.44620655149228294,0.33237251543974405,0.5765175760024529,325.1974792011084,285.7259284970745,0.7553884711779448,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",13.89,0.7714285714285715
XGBoost_Regressor,0.43607176903440326,0.1852554106816826,0.34446656323825653,0.21767710240398053,0.466558787725599,210.92607213112484,187.08077648613315,0.6982456140350877,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",43.61,0.7162907268170426
Random Regressor,0.4623217362896177,0.208980992615852,0.3265570254909636,0.20754457756029512,0.45557060655873655,201.49876256808062,177.75217197176585,0.6506265664160401,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",46.23,0.6771929824561403
knn,0.3409279868488573,0.11088112668028671,0.3708310088805934,0.2544027381864682,0.5043835229133364,246.80629022002975,215.95218359771468,0.7092731829573935,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",34.09,0.7363408521303259
svm,-22.981044418281826,531.3198964151131,2.2207162080263623,9.256717388761478,3.0424853966389844,4820.48539675739,3333.409414962756,0.9368421052631579,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",-2298.1,0.9373433583959899
Linear Regressor,0.14818772076354259,0.015541364748448805,0.4434245735785869,0.32880075611542525,0.5734115067867275,321.69608730925023,282.77111065677053,0.7563909774436091,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')",14.82,0.7719298245614035
XGBoost_Regressor,0.45194630080781595,0.1990335107899316,0.3381461825264059,0.21154951047168866,0.4599451168038298,204.91420656651985,182.0287687404784,0.6907268170426065,"Index(['CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')",45.19,0.7137844611528822
